vehicle_id,time,from_node,to_node,begin_interval,end_interval,interval
113,45,578673912,330046229,0,900,0
114,45,322943549,330043198,0,900,0
115,46,6111414502,330044936,0,900,0
116,46,1423873864,330044936,0,900,0
117,46,976528927,11231981,0,900,0
118,46,330045311,402003813,0,900,0
119,46,360474078,330042917,0,900,0
120,46,2412315513,6770075859,0,900,0
121,46,3878025247,330044693,0,900,0
122,47,3139882142,1423873864,0,900,0
123,47,330041266,2559588578,0,900,0
124,47,2670815505,330046001,0,900,0
125,47,330042932,322943549,0,900,0
126,47,6111414502,976528927,0,900,0
127,48,1404484711,8199646276,0,900,0
128,48,2723670750,1157945201,0,900,0
129,48,330036595,5528062124,0,900,0
130,49,322685005,514184883,0,900,0
131,49,1404484715,9201686689,0,900,0
132,49,330042596,cluster_3234018651_330293737,0,900,0
133,49,cluster_291381188_330041233,6304257804,0,900,0
134,50,360477758,330043198,0,900,0
135,50,360477894,429784164,0,900,0
136,50,322943549,975711395,0,900,0
137,50,2345175512,330043625,0,900,0
138,51,6793225631,330044693,0,900,0
139,52,cluster_330045496_330045504_5200254966_5200254968,330042642,0,900,0
140,52,330044523,514200384,0,900,0
141,53,330042642,330041854,0,900,0
142,53,332236883,6304257804,0,900,0
143,54,3139882142,330045300,0,900,0
144,54,2672744432,360474078,0,900,0
145,54,330040914,6164272867,0,900,0
146,55,330043955,2510047363,0,900,0
147,55,2670815564,4871254737,0,900,0
148,55,7131789198,3787401132,0,900,0
149,55,2412315513,330040914,0,900,0
150,55,6161985947,21608373,0,900,0
151,56,9201686689,1157945201,0,900,0
152,56,2670815564,330045269,0,900,0
153,57,330045111,6138125018,0,900,0
154,57,6989036711,8132449074,0,900,0
155,57,330044315,1157945201,0,900,0
156,57,330041707,1199475134,0,900,0
157,58,2672744432,330045300,0,900,0
158,58,6138125018,324550942,0,900,0
159,58,360474078,330041106,0,900,0
160,58,1199475134,330043064,0,900,0
161,59,330041106,1404484723,0,900,0
162,59,2110802894,2475219070,0,900,0
163,59,330042917,330045423,0,900,0
164,59,578673912,330041106,0,900,0
165,60,2316163380,322943549,0,900,0
166,61,330040978,255364799,0,900,0
167,61,8132449074,2412315513,0,900,0
168,61,2412315513,329983499,0,900,0
169,62,360438835,330042756,0,900,0
170,62,330043310,2110802894,0,900,0
171,63,514184883,8132449074,0,900,0
172,63,3878025247,323378327,0,900,0
173,63,2345175512,7131789198,0,900,0
174,64,360477758,976528927,0,900,0
175,64,7963162224,578673912,0,900,0
176,64,323250291,330040978,0,900,0
177,64,330043310,2559588578,0,900,0
178,64,297447184,2672744432,0,900,0
179,65,330043266,4522072353,0,900,0
180,65,332236883,330043955,0,900,0
181,65,1199475134,323250291,0,900,0
182,66,8132449074,361191300,0,900,0
183,66,330036595,332639850,0,900,0
184,66,10981451,9171417825,0,900,0
185,66,330042917,330044636,0,900,0
186,67,292257022,2344597051,0,900,0
187,67,330044936,9171417825,0,900,0
188,67,323250291,6329296611,0,900,0
189,67,3139882142,330045269,0,900,0
190,68,297305382,330042756,0,900,0
191,68,330043023,11231981,0,900,0
192,68,1157945201,514200384,0,900,0
193,69,1157945201,3878025247,0,900,0
194,69,330042642,330041707,0,900,0
195,69,330040967,4812389444,0,900,0
196,70,21608373,1423873864,0,900,0
197,70,414271220,360477758,0,900,0
198,71,330042369,2167263401,0,900,0
199,71,976528927,360477824,0,900,0
200,71,330046003,330040563,0,900,0
201,72,330036595,9152533590,0,900,0
202,72,6304257800,2345175512,0,900,0
203,73,3349691312,330045311,0,900,0
204,73,330042932,330043393,0,900,0
205,73,332236883,6778082404,0,900,0
206,74,5022920587,3139882142,0,900,0
207,74,9213952034,330041106,0,900,0
208,75,330041707,3349691312,0,900,0
209,75,429784164,2546875470,0,900,0
210,76,322685005,cluster_330045496_330045504_5200254966_5200254968,0,900,0
211,76,297447184,330043023,0,900,0
212,76,1404484715,2672744432,0,900,0
213,77,330036595,1404484711,0,900,0
214,77,4027663361,330045423,0,900,0
215,77,976528927,429784164,0,900,0
216,78,330042756,9171417825,0,900,0
217,78,6113530410,330043198,0,900,0
218,78,976528927,578673912,0,900,0
219,79,330042642,330040701,0,900,0
220,79,2546875470,1404484715,0,900,0
221,80,7131789198,330043310,0,900,0
222,81,361191300,330045311,0,900,0
223,81,3878025247,414271220,0,900,0
224,81,9213952034,330045345,0,900,0
225,82,6111414502,cluster_291381188_330041233,0,900,0
226,82,330043023,578673912,0,900,0
227,82,330041266,332639850,0,900,0
228,82,3037609402,322685005,0,900,0
229,82,1404484701,323378327,0,900,0
230,84,429784164,8132449074,0,900,0
231,84,2546875503,330043625,0,900,0
232,84,9152533590,330040554,0,900,0
233,85,578673912,11231981,0,900,0
234,85,332236883,330041266,0,900,0
235,86,330046500,330040978,0,900,0
236,86,330043310,2670815505,0,900,0
237,86,330044936,5528062124,0,900,0
238,87,1199475134,6161985947,0,900,0
239,87,514184883,2110802894,0,900,0
240,87,330040978,cluster_330045131_330045136,0,900,0
241,87,5528062124,3037609402,0,900,0
242,88,2344573460,1423873864,0,900,0
243,88,291379924,6138125018,0,900,0
244,89,3878025247,330046001,0,900,0
245,89,297447184,976528927,0,900,0
246,89,2559588578,248516341,0,900,0
247,90,2110802894,330043955,0,900,0
248,90,2316163380,cluster_3234018651_330293737,0,900,0
249,91,6164272867,1404484701,0,900,0
250,91,2510047363,330041179,0,900,0
251,91,514184883,330045111,0,900,0
252,91,330045111,361191300,0,900,0
253,91,2510047363,9213952034,0,900,0
254,92,1423873864,11231981,0,900,0
255,92,1404484715,cluster_330045131_330045136,0,900,0
256,92,330042932,414271220,0,900,0
257,92,330045311,2546875470,0,900,0
258,93,4812389444,9213952034,0,900,0
259,93,330042596,7963162224,0,900,0
260,93,429784164,3878025247,0,900,0
261,93,6793225631,9213952034,0,900,0
262,93,5022920587,330042917,0,900,0
263,93,330040956,2330409991,0,900,0
264,93,330043266,330041106,0,900,0
265,94,3878025247,361191300,0,900,0
266,95,330044047,332639850,0,900,0
267,95,2559588578,2110802894,0,900,0
268,95,330042642,330041179,0,900,0
269,95,330044315,2559588578,0,900,0
270,96,330045486,6111414502,0,900,0
271,96,330043625,cluster_330045131_330045136,0,900,0
272,96,21608373,5354357258,0,900,0
273,96,6778082404,5354357258,0,900,0
274,96,3787401132,6111414502,0,900,0
275,96,1404484723,360477894,0,900,0
276,96,514200384,2546875503,0,900,0
277,96,330041707,429784164,0,900,0
278,97,2167263401,2110802894,0,900,0
279,97,330036595,361191300,0,900,0
280,98,330043198,3139882142,0,900,0
281,99,9201686689,330045368,0,900,0
282,99,330042917,3139882142,0,900,0
283,99,329983499,330046001,0,900,0
284,100,cluster_330041145_330044386,330045368,0,900,0
285,100,3139882142,514184883,0,900,0
286,100,330042369,330044693,0,900,0
287,101,248516341,578673912,0,900,0
288,101,6793225631,330046001,0,900,0
289,101,330046500,330045111,0,900,0
290,101,5354357258,976528927,0,900,0
291,101,cluster_330045496_330045504_5200254966_5200254968,976528927,0,900,0
292,102,7963162224,1404484723,0,900,0
293,102,330041707,6138125018,0,900,0
294,102,323378327,360477824,0,900,0
295,102,330043956,360477758,0,900,0
296,103,514184883,6793225631,0,900,0
297,103,330040554,2345175512,0,900,0
298,103,1404484711,cluster_330045496_330045504_5200254966_5200254968,0,900,0
299,103,322943549,1157945201,0,900,0
300,104,cluster_330045282_330045762,322943549,0,900,0
301,104,332639850,6329296611,0,900,0
302,105,322685005,330046229,0,900,0
303,105,5354357258,1157945201,0,900,0
304,105,330042917,514184883,0,900,0
305,105,514184883,330046500,0,900,0
306,106,2672744432,330043849,0,900,0
307,106,330044315,578673912,0,900,0
308,106,330043064,8199646276,0,900,0
309,106,1199475134,514200384,0,900,0
310,106,323378327,255364799,0,900,0
311,108,360474078,1404484701,0,900,0
312,108,3878025247,330040563,0,900,0
313,108,9152533590,330045927,0,900,0
314,108,429784164,1404484715,0,900,0
315,108,2167263401,330045300,0,900,0
316,109,578673912,330045927,0,900,0
317,109,255364799,360477758,0,900,0
318,111,330045984,6113530410,0,900,0
319,112,6126996586,6778082404,0,900,0
320,112,330040956,2475219070,0,900,0
321,112,2412315513,11231981,0,900,0
322,113,330042596,330041266,0,900,0
323,113,1423873864,2546875470,0,900,0
324,114,6989036711,6113530410,0,900,0
325,115,10981451,330040563,0,900,0
326,116,323378327,330045111,0,900,0
327,116,6113530410,2510047363,0,900,0
328,117,330041707,3139882142,0,900,0
329,117,9249762409,4812389444,0,900,0
330,117,330045454,2412315513,0,900,0
331,119,330042713,360477758,0,900,0
332,119,2167263401,360477894,0,900,0
333,119,330040978,2510047363,0,900,0
334,119,330043393,323250291,0,900,0
335,120,cluster_330045282_330045762,1404484723,0,900,0
336,120,6161985980,361191300,0,900,0
337,120,329983499,6111414502,0,900,0
338,121,330041179,297447184,0,900,0
339,121,3269693759,5354357258,0,900,0
340,121,2412315513,332236883,0,900,0
341,122,6793225631,2546875470,0,900,0
342,122,330041179,330042642,0,900,0
343,123,2510047363,330041440,0,900,0
344,123,360474078,330041266,0,900,0
345,123,330044523,360477758,0,900,0
346,124,2670815545,4829152620,0,900,0
347,124,360474078,255364799,0,900,0
348,124,330041794,6113530410,0,900,0
349,124,1404484711,255364799,0,900,0
350,124,3878025247,2559588578,0,900,0
351,124,330044047,330040914,0,900,0
352,124,1199475134,330041179,0,900,0
353,125,7963162224,360474078,0,900,0
354,125,5354357258,330040563,0,900,0
355,125,330044047,2167263401,0,900,0
356,126,330045323,330041707,0,900,0
357,126,3349691312,1870777763,0,900,0
358,126,330045927,322943549,0,900,0
359,126,360474078,4812389444,0,900,0
360,127,7131789198,6989036711,0,900,0
361,127,292257022,330040727,0,900,0
362,127,360474078,cluster_330041132_330267660_418091425,0,900,0
363,127,330041179,361191300,0,900,0
364,127,360477824,330041440,0,900,0
365,128,330040554,330043849,0,900,0
366,128,6304257800,2546875503,0,900,0
367,128,324550942,360474078,0,900,0
368,128,330043437,1404484723,0,900,0
369,128,5022920587,975711395,0,900,0
370,129,330042917,4871254737,0,900,0
371,129,330040554,360474078,0,900,0
372,129,329590188,360477758,0,900,0
373,130,976528927,2344597051,0,900,0
374,131,3732913490,324550942,0,900,0
375,131,324550942,3139882142,0,900,0
376,131,514200384,330040978,0,900,0
377,131,330043310,332639850,0,900,0
378,131,6138125018,414271220,0,900,0
379,132,21608373,330045300,0,900,0
380,132,1404484715,330043955,0,900,0
381,132,2412315521,292257022,0,900,0
382,133,330040554,402003813,0,900,0
383,133,323378327,330041794,0,900,0
384,133,330044047,297447184,0,900,0
385,133,297447184,330042642,0,900,0
386,134,3139882142,330040701,0,900,0
387,134,cluster_330045496_330045504_5200254966_5200254968,2670815505,0,900,0
388,135,255364799,330043956,0,900,0
389,135,330045486,4812389444,0,900,0
390,135,3269693759,330043955,0,900,0
391,135,330046001,2110802894,0,900,0
392,135,330045368,2546875503,0,900,0
393,135,976528927,8199646276,0,900,0
394,136,330040563,21608373,0,900,0
395,136,1870777763,360477894,0,900,0
396,136,330042642,330041440,0,900,0
397,136,cluster_330045496_330045504_5200254966_5200254968,323378174,0,900,0
398,137,330043955,1404484701,0,900,0
399,137,7963162224,330045486,0,900,0
400,137,6111414502,2345175512,0,900,0
401,137,6111414502,514184883,0,900,0
402,138,330046001,360477758,0,900,0
403,138,330043310,2546875503,0,900,0
404,138,332639850,2670815564,0,900,0
405,138,2475219070,330041179,0,900,0
406,138,4813181314,329983499,0,900,0
407,139,4522072353,8132449074,0,900,0
408,139,330041179,6304257804,0,900,0
409,140,330045927,3830640674,0,900,0
410,140,3139882142,330043310,0,900,0
411,141,578673912,330041266,0,900,0
412,141,cluster_330041145_330044386,2670815564,0,900,0
413,141,cluster_3234018651_330293737,330042596,0,900,0
414,141,2670815564,6164272867,0,900,0
415,142,330043625,248516341,0,900,0
416,142,330041084,330044091,0,900,0
417,142,9201686689,21608373,0,900,0
418,142,414271220,2672744432,0,900,0
419,142,330045984,330042596,0,900,0
420,143,2546875503,330040563,0,900,0
421,143,330043437,330043064,0,900,0
422,143,322685005,2110802894,0,900,0
423,144,2546875545,1423873864,0,900,0
424,145,330045311,323378327,0,900,0
425,146,cluster_330045131_330045136,291379924,0,900,0
426,146,1870777763,330044936,0,900,0
427,147,323250291,330043393,0,900,0
428,147,330045652,330041179,0,900,0
429,147,330036595,1404484715,0,900,0
430,147,2345175512,330042756,0,900,0
431,147,6113530410,330045311,0,900,0
432,148,6126996586,514184883,0,900,0
433,148,330043171,8132449074,0,900,0
434,148,330041179,330045927,0,900,0
435,148,360474078,330044636,0,900,0
436,148,330044936,1199475134,0,900,0
437,149,4871254737,2546875503,0,900,0
438,149,2672744432,8220941,0,900,0
439,149,330044047,1423873864,0,900,0
440,150,7963162224,3037609402,0,900,0
441,150,330040914,330043955,0,900,0
442,150,1199475134,11231981,0,900,0
443,150,2412315513,21608373,0,900,0
444,151,330042917,330045300,0,900,0
445,151,360477824,2670815564,0,900,0
446,151,330045486,330041707,0,900,0
447,151,330040956,4871254737,0,900,0
448,151,1870777763,3681387999,0,900,0
449,151,9201686689,330042756,0,900,0
450,152,297305382,3139882142,0,900,0
451,153,330040978,1423873864,0,900,0
452,153,cluster_330045496_330045504_5200254966_5200254968,3878025247,0,900,0
453,154,330036595,330043064,0,900,0
454,154,322943549,cluster_330041132_330267660_418091425,0,900,0
455,154,7963162224,330042642,0,900,0
456,157,3349691312,332236883,0,900,0
457,157,330040914,2475219070,0,900,0
458,157,3037609402,330044047,0,900,0
459,157,5528062124,2345175512,0,900,0
460,158,4812389444,330041266,0,900,0
461,159,330043171,414271220,0,900,0
462,159,8132449074,21608373,0,900,0
463,159,330043171,323378327,0,900,0
464,159,3037609402,330041266,0,900,0
465,160,330043393,330042917,0,900,0
466,161,976528927,2672744432,0,900,0
467,161,21608373,3830640674,0,900,0
468,161,330042413,329983499,0,900,0
469,161,4871254737,330045927,0,900,0
470,162,2546875545,10981451,0,900,0
471,162,514200384,976528927,0,900,0
472,163,1199475134,330040956,0,900,0
473,163,330041440,330041707,0,900,0
474,163,8132449074,330043310,0,900,0
475,164,cluster_3234018651_330293737,330041440,0,900,0
476,164,6113530410,332639850,0,900,0
477,165,330045269,2670815564,0,900,0
478,165,2670815545,6304257800,0,900,0
479,165,330046229,4027663361,0,900,0
480,165,9152533590,6111414502,0,900,0
481,165,1423873864,514200384,0,900,0
482,165,514184883,2344597051,0,900,0
483,165,330043956,330041179,0,900,0
484,166,514184883,330045269,0,900,0
485,166,1199475134,330043198,0,900,0
486,166,330041179,3139882142,0,900,0
487,168,1404484715,330041266,0,900,0
488,168,330045368,330040978,0,900,0
489,168,9152533590,514200384,0,900,0
490,168,414271220,361191300,0,900,0
491,168,5022920587,cluster_291381188_330041233,0,900,0
492,168,6304257800,2672744432,0,900,0
493,168,2672744432,2167263401,0,900,0
494,168,7963162224,330040956,0,900,0
495,168,976528927,7963162224,0,900,0
496,170,2670815545,cluster_330045282_330045762,0,900,0
497,170,2412315513,3878025247,0,900,0
498,171,3139882142,11231981,0,900,0
499,171,360477758,2167263401,0,900,0
500,172,330042756,7963162224,0,900,0
501,172,2559588578,2475219070,0,900,0
502,172,578673912,514200384,0,900,0
503,173,6111414502,330043310,0,900,0
504,174,360477824,8199646276,0,900,0
505,174,360438835,330043198,0,900,0
506,175,330042756,323378327,0,900,0
507,175,cluster_330045282_330045762,332639850,0,900,0
508,175,360477758,2344597051,0,900,0
509,175,2316163380,330041266,0,900,0
510,175,cluster_330045131_330045136,2330409991,0,900,0
511,175,330043310,6329296611,0,900,0
512,175,330043310,360477758,0,900,0
513,176,2412315513,360477894,0,900,0
514,176,330044693,330036595,0,900,0
515,176,330043393,330045984,0,900,0
516,177,255364799,976528927,0,900,0
517,178,2672744468,360477824,0,900,0
518,178,975711395,330042596,0,900,0
519,178,402003813,297447184,0,900,0
520,178,cluster_291381188_330041233,976528927,0,900,0
521,178,1404484701,324550942,0,900,0
522,179,360477824,323378174,0,900,0
523,180,292257022,6304257804,0,900,0
524,180,330040956,255364799,0,900,0
525,181,7131789198,330045300,0,900,0
526,181,330043064,330040956,0,900,0
527,182,429784164,9201686689,0,900,0
528,182,330045984,332639850,0,900,0
529,182,4027663361,330040956,0,900,0
530,183,402003813,6113530410,0,900,0
531,183,514184883,330046001,0,900,0
532,184,3269693759,332639850,0,900,0
533,184,3139882142,330045454,0,900,0
534,184,5528062124,2559588578,0,900,0
535,184,9201686689,330045423,0,900,0
536,184,976528927,1423873864,0,900,0
537,185,3037609402,11231981,0,900,0
538,185,6164272867,2672744468,0,900,0
539,186,9213952034,2546875470,0,900,0
540,186,21608373,514200384,0,900,0
541,186,2670815564,402003813,0,900,0
542,186,330041106,4452226084,0,900,0
543,186,5022920587,330045454,0,900,0
544,186,330040563,cluster_330041132_330267660_418091425,0,900,0
545,187,255364799,578673912,0,900,0
546,187,1157945201,1404484723,0,900,0
547,187,330042917,330041266,0,900,0
548,187,6304257800,330044936,0,900,0
549,188,cluster_330045131_330045136,2412315513,0,900,0
550,188,330041440,514184883,0,900,0
551,188,3269693759,9249762409,0,900,0
552,188,330043849,578673912,0,900,0
553,189,360477824,330043198,0,900,0
554,189,330045927,7963162224,0,900,0
555,189,976528927,8132449074,0,900,0
556,190,330044315,1199475134,0,900,0
557,190,6304257800,330041794,0,900,0
558,190,1404484723,5022920587,0,900,0
559,190,330041440,330046500,0,900,0
560,190,2345175512,323250291,0,900,0
561,191,1199475134,330044091,0,900,0
562,191,514200384,6164272867,0,900,0
563,192,360477894,6304257800,0,900,0
564,192,5022920587,330042917,0,900,0
565,193,6164272867,4871254737,0,900,0
566,193,360477824,514200384,0,900,0
567,193,1870777763,21608373,0,900,0
568,193,323378174,578673912,0,900,0
569,193,cluster_330045282_330045762,1404484701,0,900,0
570,193,2723670750,330045300,0,900,0
571,193,330040727,330040978,0,900,0
572,194,1423873864,330043956,0,900,0
573,195,330046001,cluster_330045131_330045136,0,900,0
574,195,330045111,330040978,0,900,0
575,195,2341789778,9171417825,0,900,0
576,196,6126996586,2670815545,0,900,0
577,196,330043310,330045111,0,900,0
578,196,2412315513,3037609402,0,900,0
579,197,330044047,330042917,0,900,0
580,197,514200384,330040727,0,900,0
581,198,330044315,6113530410,0,900,0
582,198,361191300,2110802894,0,900,0
583,198,2412315513,2110802894,0,900,0
584,199,2546875503,361191300,0,900,0
585,199,4871254737,330044693,0,900,0
586,199,330040978,330041707,0,900,0
587,199,330040563,6113530410,0,900,0
588,199,5470397558,3139882142,0,900,0
589,199,5354357258,6770075859,0,900,0
590,200,6113530410,330043310,0,900,0
591,201,6778082404,10981451,0,900,0
592,201,330045423,6304257804,0,900,0
593,201,329590188,322685005,0,900,0
594,201,976528927,330042713,0,900,0
595,202,2475219070,255364799,0,900,0
596,202,330045486,330045652,0,900,0
597,202,cluster_291381188_330041233,9152533590,0,900,0
598,202,330043956,330040727,0,900,0
599,203,361191300,330045368,0,900,0
600,203,330036595,9201686689,0,900,0
601,203,414271220,2670815545,0,900,0
602,203,2167263401,330046229,0,900,0
603,203,330045652,330045368,0,900,0
604,204,1423873864,330041106,0,900,0
605,204,330043955,5528062124,0,900,0
606,204,330045345,414271220,0,900,0
607,204,6113530410,330041440,0,900,0
608,204,330040956,414271220,0,900,0
609,206,330045927,1404484723,0,900,0
610,207,248516341,2672744432,0,900,0
611,207,330046001,255364799,0,900,0
612,207,5354357258,cluster_291381188_330041233,0,900,0
613,207,8132449074,2345175512,0,900,0
614,207,330042917,330043393,0,900,0
615,207,1404484723,9213952034,0,900,0
616,207,4027663361,360477758,0,900,0
617,208,2672744432,323378327,0,900,0
618,208,330046500,5528062124,0,900,0
619,208,330043393,6138125018,0,900,0
620,208,3269693759,330045111,0,900,0
621,208,361191300,2412315521,0,900,0
622,208,8199646276,323250291,0,900,0
623,211,255364799,7131789198,0,900,0
624,211,2475219070,330044936,0,900,0
625,211,414271220,330042917,0,900,0
626,212,2167263401,322943549,0,900,0
627,212,330041440,330043955,0,900,0
628,212,1870777763,7963162224,0,900,0
629,212,330041179,330045269,0,900,0
630,212,3878025247,21608373,0,900,0
631,213,3139882142,2672744468,0,900,0
632,213,4813181314,1157945201,0,900,0
633,213,cluster_330045131_330045136,330045984,0,900,0
634,214,4812389444,2412315513,0,900,0
635,214,330042756,322943549,0,900,0
636,214,2345175512,1157945201,0,900,0
637,214,6138125018,9152533590,0,900,0
638,215,332236883,330045345,0,900,0
639,217,360474078,2316163380,0,900,0
640,217,9171417825,2316163380,0,900,0
641,217,330045269,330045311,0,900,0
642,218,cluster_330045282_330045762,330040701,0,900,0
643,218,cluster_330045282_330045762,330042642,0,900,0
644,218,330040563,6304257800,0,900,0
645,218,cluster_3234018651_330293737,11231981,0,900,0
646,218,330041179,1404484701,0,900,0
647,219,1404484715,330046229,0,900,0
648,219,8220941,330041179,0,900,0
649,219,330041707,9213952034,0,900,0
650,220,1199475134,3830640674,0,900,0
651,220,5528062124,1157945201,0,900,0
652,220,3139882142,2167263401,0,900,0
653,220,332639850,cluster_330045131_330045136,0,900,0
654,221,330044091,514200384,0,900,0
655,221,414271220,323378327,0,900,0
656,221,330043310,330043266,0,900,0
657,222,2167263401,297305382,0,900,0
658,222,2559588578,330042642,0,900,0
659,223,330040978,330043310,0,900,0
660,223,330042756,2672744432,0,900,0
661,223,514184883,2559588578,0,900,0
662,225,330044693,330043310,0,900,0
663,225,4027663361,332236883,0,900,0
664,225,322943549,330045927,0,900,0
665,225,2167263401,414271220,0,900,0
666,226,330040978,292257022,0,900,0
667,227,514184883,330043198,0,900,0
668,227,330043625,330042917,0,900,0
669,228,255364799,360474078,0,900,0
670,228,9201686689,5022920587,0,900,0
671,229,2345175512,2167263401,0,900,0
672,230,2559588578,297447184,0,900,0
673,230,330043171,330045984,0,900,0
674,231,291379924,975711395,0,900,0
675,231,360474078,330045400,0,900,0
676,231,6138125018,6304257800,0,900,0
677,232,330040563,360477758,0,900,0
678,232,6113530410,414271220,0,900,0
679,232,255364799,6113530410,0,900,0
680,232,2546875470,1404484711,0,900,0
681,233,429784164,330043171,0,900,0
682,233,2672744432,2412315513,0,900,0
683,233,6793225631,1870777763,0,900,0
684,234,2475219070,2345175512,0,900,0
685,235,402003813,4812389444,0,900,0
686,235,6304257800,5528062124,0,900,0
687,235,414271220,1404484723,0,900,0
688,235,330041794,2412315513,0,900,0
689,236,514184920,324550942,0,900,0
690,236,330045368,2670815545,0,900,0
691,236,976528927,330042642,0,900,0
692,236,cluster_330045282_330045762,330041794,0,900,0
693,236,5470397558,2546875470,0,900,0
694,237,330045927,2475219070,0,900,0
695,237,330041106,8199646276,0,900,0
696,237,cluster_3234018651_330293737,514184920,0,900,0
697,237,2167263401,2412315513,0,900,0
698,238,1404484715,330045454,0,900,0
699,238,2546875470,6113530410,0,900,0
700,238,1423873864,2475219070,0,900,0
701,239,330045400,976528927,0,900,0
702,239,330044636,2640929732,0,900,0
703,239,248516341,514184883,0,900,0
704,240,1404484701,2475219070,0,900,0
705,240,6113530410,3830640674,0,900,0
706,241,2412315513,330041179,0,900,0
707,241,514184920,330044693,0,900,0
708,242,3037609402,330045423,0,900,0
709,242,9152533590,2167263401,0,900,0
710,243,360477824,330045269,0,900,0
711,243,6111414502,255364799,0,900,0
