vehicle_id,time,from_node,to_node
205,92,B3,B0
206,94,D0,C2
207,95,D2,C2
208,95,C0,B2
209,96,A2,A3
210,96,B0,A2
211,96,B2,C1
212,97,D0,A0
213,97,C3,B3
214,97,D1,A2
215,98,C2,D1
216,98,C2,C3
217,98,A1,A3
218,98,C1,D3
219,98,D2,A2
220,99,C3,A1
221,100,B1,A1
222,101,C1,B3
223,101,B0,D3
224,102,B1,B2
225,103,C2,B1
226,103,A2,C0
227,103,C1,B1
228,104,C3,D1
229,106,C1,C2
230,106,B2,D3
231,106,D3,A2
232,107,A2,D1
233,107,C0,B0
234,107,A1,C2
235,108,A0,A3
236,108,C2,A2
237,109,C3,A2
238,109,C1,A1
239,109,D0,D3
240,109,D2,D3
241,109,A0,A2
242,110,C0,D1
243,110,C3,B2
244,110,C3,A0
245,111,A2,D2
246,111,D3,A0
247,112,B2,A0
248,112,B2,A1
249,113,A2,C0
250,113,D0,A2
251,114,A1,C2
252,115,C2,A1
253,115,B2,D3
254,115,C1,A3
255,116,B0,D0
256,116,D0,D3
257,116,D0,B2
258,116,B1,C3
259,117,C1,C0
260,117,A1,A0
261,117,D2,B0
262,118,B2,C2
263,118,D3,C0
264,118,B2,D2
265,118,C0,C3
266,118,D0,B1
267,120,D0,B3
268,120,C2,D1
269,120,A1,B3
270,120,A0,B0
271,121,C3,A0
272,121,D3,C0
273,121,B0,B3
274,122,D0,C0
275,123,A1,C2
276,123,C0,B1
277,123,D1,B0
278,125,B0,D3
279,126,C1,A1
280,127,D0,D3
281,127,D1,C0
282,127,C1,A3
283,128,C1,C2
284,128,A2,D2
285,128,A0,C0
286,129,C1,A1
287,129,B1,D3
288,130,C2,B3
289,130,A2,B3
290,131,C1,B2
291,132,B2,B0
292,132,D2,A1
293,132,C3,C0
294,132,C1,D2
295,133,D0,D3
296,133,C1,B0
297,134,B3,A3
298,134,D2,C0
299,134,A2,C2
300,134,D2,C2
301,134,A0,B1
302,134,B3,B1
303,135,A1,B0
304,135,D1,A2
305,136,C1,D1
306,136,C0,C2
307,136,C1,C2
308,137,A3,D1
309,137,A3,C1
310,139,B1,D0
311,139,B0,C0
312,140,A3,C3
313,140,C3,B0
314,141,C3,B2
315,142,C3,B3
316,142,A2,C1
317,144,D0,A2
318,144,B0,A1
319,145,A0,A2
320,145,C1,B3
321,145,B2,B1
322,145,B1,C0
323,145,C2,B3
324,146,C0,B3
325,146,B3,D1
326,146,A2,C2
327,147,D1,B0
328,147,C0,A3
329,147,C0,D0
330,147,C1,A3
331,148,B2,A1
332,148,D3,C3
333,149,D1,B3
334,149,C3,B2
335,149,A1,D2
336,150,C0,D2
337,150,D1,C2
338,150,D0,D2
339,150,D3,C1
340,151,C0,C1
341,151,C1,D2
342,151,A0,B3
343,151,D1,D0
344,151,D3,C1
345,152,A2,C0
346,153,A3,B2
347,153,B2,C2
348,153,C1,B1
349,153,C3,A3
350,154,C1,B3
351,155,A2,C2
352,155,B2,C0
353,156,B2,B0
354,156,B3,A3
355,156,D3,A2
356,157,C1,D3
357,157,A0,C3
358,158,C2,A0
359,158,A3,A2
360,158,D0,B3
361,159,B2,B3
362,160,D1,D2
363,160,D3,C2
364,161,B1,C2
365,161,A0,D1
366,162,D2,C1
367,163,C1,C2
368,163,D3,B3
369,164,C0,D1
370,164,A3,B1
371,164,D1,B3
372,164,D1,B3
373,165,B1,D3
374,165,C2,C1
375,165,B1,D3
376,166,B3,C3
377,166,D2,B0
378,166,D3,D0
379,167,D3,A1
380,168,B0,B3
381,168,A3,D0
382,169,C2,A0
383,169,C2,D2
384,169,B1,C2
385,169,B2,C3
386,170,A2,D1
387,170,D3,C3
388,171,A0,C1
389,171,C2,B3
390,171,B0,B2
391,171,D0,B3
392,172,A3,D0
393,172,D0,C0
394,172,A1,D1
395,174,C3,D3
396,174,A3,C2
397,175,A0,B3
398,176,A2,D1
399,176,C3,B1
400,176,A0,A2
401,177,C0,A0
402,177,D2,B0
403,178,C2,A0
404,178,D1,C3
405,178,B0,B2
406,180,A2,B1
407,180,D0,D2
408,180,D0,B3
409,180,B2,A2
410,180,B1,A1
411,180,B1,C3
412,180,C1,D2
413,180,B1,C2
414,182,A0,A3
415,182,D1,B3
416,182,A1,B0
417,183,C2,D0
418,184,C3,C0
419,184,D3,C2
420,185,C3,A2
421,186,C1,C0
422,187,B3,A1
423,187,D3,D1
424,187,A1,A2
425,189,D1,A3
426,189,B1,C3
427,189,B0,A2
428,189,A2,A1
429,189,D3,D1
430,190,A0,D1
431,190,C3,A1
432,191,B2,A2
433,192,D1,D2
434,192,C3,C1
435,192,C3,A0
436,192,A1,D3
437,193,B3,A0
438,193,C3,B0
439,193,B0,B1
440,193,D1,D0
441,193,B0,D2
442,194,D0,C1
443,194,B0,C1
444,195,D1,A0
445,196,B3,A1
446,197,C0,D1
447,198,B1,D0
448,198,C1,A2
449,199,A2,B3
450,199,A3,C2
451,199,A0,B0
452,199,D3,C1
453,199,D2,A1
454,199,D0,D3
455,199,B1,C3
456,199,B3,B2
457,199,A3,A1
458,200,A0,D2
459,201,C2,B3
460,201,C1,A1
461,201,C3,A1
462,202,A2,C3
463,202,D3,C1
464,203,C2,B2
465,203,D1,A1
466,204,C2,C3
467,204,D3,D1
468,204,D2,A1
469,205,C1,C3
470,205,A1,A2
471,205,A0,B3
472,205,D0,C3
473,206,B0,C0
474,207,D0,A1
475,207,B3,D1
476,207,A1,B3
477,207,D0,B0
478,207,A3,D1
479,207,D0,A1
480,208,B0,A3
481,209,B3,C2
482,209,C3,D0
483,210,B1,C0
484,210,D1,B3
485,210,A1,C2
486,211,D2,A3
487,211,A3,C1
488,211,B1,D1
489,211,C0,A0
490,211,C0,D2
491,213,A0,B0
492,214,D2,D1
493,215,B1,D1
494,216,D0,C1
495,216,C0,D2
496,217,B0,D1
497,218,A1,D3
498,218,C2,B3
499,218,A2,A3
500,219,B2,D3
501,219,C3,A0
502,219,A3,C1
503,223,D2,A1
504,223,A2,C0
505,223,B1,A0
506,224,A3,C3
507,224,A3,D2
508,224,A0,C2
509,225,B2,B3
510,225,C1,C3
511,226,A2,D1
512,228,D2,A1
513,228,B1,B2
514,228,C2,B1
515,229,A2,C3
516,229,C0,A0
517,230,C3,D1
518,230,D0,B2
519,230,C2,D1
520,231,A3,A1
521,231,C0,B2
522,231,B2,C3
523,232,D0,A2
524,232,B2,C0
525,234,A3,B3
526,234,C1,B0
527,236,A2,C1
528,236,A2,A1
529,238,A1,B1
530,238,B2,B1
531,238,D2,B2
532,239,A3,D3
533,239,B1,B3
534,239,A2,A3
535,239,C0,C1
536,241,A2,B0
537,241,A0,B0
538,242,A3,A1
539,242,C3,A2
540,242,C1,D1
541,244,C0,A2
542,244,D0,B2
543,246,D0,B3
544,246,A2,A0
545,247,A3,A1
546,248,D1,B0
547,248,A3,A0
548,248,C2,D3
549,249,B3,C0
550,249,C3,B3
551,250,D0,D2
552,251,C3,B0
553,251,D3,C1
554,251,D2,C1
555,251,B1,B0
556,251,A3,A1
557,251,B2,D1
558,252,B2,B1
559,252,D2,C0
560,254,B1,A3
561,254,D0,C2
562,255,A0,B0
563,255,B1,A3
564,255,A2,A1
565,255,B2,D0
566,255,B3,A1
567,256,A2,A1
568,256,B2,D3
569,256,C0,D0
570,256,C2,B0
571,257,B2,C2
572,257,A0,C0
573,257,B3,D2
574,257,D3,D0
575,257,B2,B1
576,258,A2,A3
577,260,B2,D1
578,260,D2,C2
579,260,A1,B0
580,260,D2,B1
581,261,A1,D0
582,261,A3,D2
583,261,A0,C0
584,261,D1,D0
585,261,C2,D0
586,263,C2,C3
587,263,A2,A0
588,264,C1,C0
589,264,A1,B2
590,265,D2,D3
591,265,B3,C0
592,265,C0,A1
593,265,D3,D1
594,266,D3,C0
595,266,A2,B0
596,266,B1,A1
597,266,B2,C3
598,266,B3,C1
599,266,C1,B0
600,266,D2,D3
601,266,C3,A0
602,267,A3,D1
603,267,A1,C2
604,268,D3,B3
605,268,C2,D0
606,268,D3,C2
607,268,B1,D3
608,268,C3,D1
609,269,C3,B0
610,269,C2,D1
611,270,C3,A0
612,270,D3,B3
613,270,B3,A1
614,271,A3,D0
615,272,D1,D3
616,272,D1,A1
617,272,A1,A0
618,272,D2,C3
619,273,C1,B2
620,274,C2,B0
621,274,D3,A2
622,274,C2,D3
623,274,C3,D1
624,274,A1,D0
625,275,A1,A2
626,275,D0,D1
627,276,A2,D3
628,277,C3,C0
629,277,A1,B2
630,277,C1,A2
631,278,A3,A1
632,278,D2,A0
633,279,B1,C1
634,279,B0,C0
635,279,B0,A1
636,279,D2,B0
637,280,B3,B0
638,281,D2,D0
639,281,A0,D3
640,281,D2,D3
641,282,A1,A0
642,283,B0,D3
643,283,B1,D3
644,283,B3,D3
645,284,B2,A1
646,284,B3,A2
647,284,B0,B2
648,285,A2,D3
649,285,B2,B3
650,286,A1,C1
651,286,B3,A2
652,287,B2,B0
653,287,C1,C0
654,288,D2,D1
655,288,A3,B3
656,288,A1,B0
657,288,D1,C3
658,289,C0,A0
659,289,D3,D0
660,290,A2,C1
661,290,C2,C3
662,291,C2,D1
663,291,C3,C0
664,292,A3,C3
665,292,C0,B1
666,292,A3,A1
667,292,B2,D2
668,292,D3,A2
669,293,D3,A0
670,293,B2,B0
671,294,B0,A0
672,295,C0,D0
673,295,B2,A1
674,296,D2,D0
675,297,D1,A0
676,298,A2,D3
677,298,C0,D1
678,298,B1,B2
679,298,C2,C1
680,298,A1,D2
681,300,C3,B1
682,300,A0,D0
683,301,A3,B3
684,302,C2,D2
685,302,B0,A3
686,303,C0,C3
687,303,A0,A3
688,304,C0,C3
689,306,B2,A1
690,306,D2,B0
691,307,C1,D2
692,307,A3,A2
693,308,C3,D3
694,308,A1,B1
695,309,C1,D0
696,310,D3,A2
697,311,A3,B3
698,311,B0,C1
699,311,D0,C1
700,311,D3,C0
701,313,B1,A2
702,313,C1,D1
703,313,C2,D1
704,313,D1,B1
705,313,D3,B2
706,314,C0,D3
707,316,B0,C0
708,316,D3,B3
709,316,B0,A0
710,316,D0,C3
711,316,A3,C2
712,317,C2,B1
713,317,A1,B2
714,317,B2,B3
715,318,C0,B0
716,318,D3,B1
717,319,B1,D0
718,319,B0,C1
719,320,D0,A2
720,320,A2,B0
721,320,A3,A2
722,320,C2,C3
723,321,C0,D2
724,322,C1,A2
725,322,A1,D2
726,322,D0,C1
727,322,A2,C2
728,323,B2,D2
729,323,B1,A0
730,323,D0,C3
731,323,C0,D0
732,323,B2,A1
733,324,B1,B3
734,324,C0,B3
735,324,B3,C3
736,324,A3,A0
737,324,A3,C3
738,325,B1,D0
739,325,C3,B0
740,326,A3,A1
741,326,C0,D1
742,327,C2,B0
743,328,D3,C3
744,328,A0,C1
745,328,D3,A0
746,329,A0,A2
747,330,A2,B2
748,331,B0,D1
749,331,A0,D1
750,331,B3,D2
751,333,B3,C0
752,333,B1,C3
753,333,D0,A0
754,334,C1,A0
755,334,C0,D3
756,334,C0,B0
757,335,A2,B3
758,336,C0,B1
759,337,B1,A2
760,337,A2,C1
761,337,B3,C3
762,338,D3,C1
763,338,A3,D1
764,339,C0,C3
765,339,B3,A0
766,339,D0,B1
767,339,C3,B3
768,340,B0,C3
769,340,C3,D1
770,340,C3,C2
771,340,D2,A3
772,340,A0,D1
773,341,A2,D1
774,341,A0,D0
775,341,D1,C3
776,341,D3,A3
777,341,D3,B3
778,342,D1,C3
779,343,D3,A0
780,344,D3,C2
781,345,A0,C3
782,345,D1,C0
783,346,A0,C2
784,346,D3,A2
785,346,B0,C0
786,347,C3,D0
787,347,A0,D2
788,348,A0,B1
789,348,B3,D2
790,348,C1,B0
791,349,B1,A2
792,351,B2,D1
793,351,D2,B1
794,352,D0,D1
795,352,D2,C1
796,353,B3,C3
797,353,A1,B1
798,353,C2,A0
799,353,A3,A0
800,353,A3,A2
801,353,B2,D2
802,353,D1,A0
803,353,D0,B2
804,354,D3,B2
805,354,A0,B0
806,355,C1,B1
807,356,B0,B2
808,357,B3,A1
809,357,A0,D3
810,357,A1,D0
811,358,C3,C0
812,358,D2,B2
813,358,A2,B3
814,358,A3,A1
815,358,B3,C1
816,359,D1,C3
817,359,C0,D3
818,359,D1,D2
819,360,B2,A2
820,361,C0,B2
821,361,B0,A0
822,361,A0,D2
823,362,C3,A0
824,362,B2,A0
825,362,A1,B1
826,362,C3,C2
827,363,C3,A0
828,363,D2,B1
829,363,B0,A1
830,363,D2,B3
831,363,D3,D0
832,363,B0,A0
833,364,A1,A2
834,364,D0,C0
835,365,A2,C2
836,365,B1,C1
837,366,D3,B1
838,367,D1,A3
839,367,A3,C2
840,368,C1,B3
841,368,B2,C3
842,368,B3,A0
843,368,D2,A0
844,369,B3,A0
845,369,B2,D1
846,370,C0,A0
847,370,D3,C1
848,370,B2,C3
849,371,D2,D3
850,371,B2,A2
851,372,B3,D3
852,372,A0,B2
853,372,D1,B2
854,372,B0,C2
855,372,A0,B2
856,372,D2,C0
857,373,A3,D2
858,373,C1,A1
859,374,C1,D0
860,374,C3,C1
861,374,D0,C2
862,374,D2,D3
863,375,B3,C0
864,376,B2,C1
865,376,C2,B3
866,378,D1,A1
867,378,D3,C2
868,378,D1,C2
869,378,C0,D2
870,380,D1,B3
871,380,C3,D0
872,380,C0,A3
873,380,C2,A1
874,381,D3,D2
875,381,A0,D2
876,381,B2,A0
877,381,D0,A1
878,381,C0,C1
879,382,D0,B1
880,382,C2,A1
881,383,D1,D3
882,383,B1,A0
883,383,A1,C2
884,384,A0,D2
885,384,B1,C2
886,384,C2,A3
887,384,B1,A3
888,384,C1,B0
889,385,C3,A3
890,385,A0,B1
891,385,D3,D0
892,386,C1,D2
893,386,C2,C3
894,387,D3,A3
895,387,C2,A2
896,387,B2,D2
897,388,C3,B0
898,388,A0,D3
899,388,D1,D2
900,388,A1,B0
901,389,B2,A1
902,389,C2,C0
903,390,A2,B3
904,391,A0,A2
905,391,B3,B1
906,391,B2,C2
907,392,C0,D1
908,392,D2,D0
909,393,A1,A0
910,393,D2,B2
911,394,C2,D3
912,394,C2,D2
913,395,D0,C3
914,395,C0,D1
915,395,C3,A1
916,395,C1,B1
917,395,C3,B3
918,398,B2,D1
919,399,C2,D2
920,399,A1,A2
921,399,B1,D3
922,399,D0,A1
923,400,B2,D0
924,402,C2,C1
925,402,B3,A2
926,402,D0,D3
927,402,C0,D3
928,402,B3,C2
929,402,C2,D0
930,403,A1,B3
931,403,D0,C1
932,404,B3,D3
933,404,D3,C1
934,407,C1,A0
935,408,D3,C0
936,408,C2,B3
937,409,A2,C3
938,409,D0,D3
939,409,C2,D2
940,410,B2,A1
941,410,C0,D1
942,411,C3,D3
943,411,A2,D0
944,411,A2,D0
945,411,D3,C2
946,411,D0,A1
947,411,B2,D0
948,413,A0,D0
949,413,A1,A3
950,414,B2,B1
951,414,C1,A1
952,414,C3,C0
953,415,D3,A1
954,415,A0,C0
955,415,C1,C3
956,415,C0,D1
957,416,D0,A1
958,416,B2,A3
959,416,A2,A0
960,417,D3,A0
961,417,C1,A2
962,418,C3,D2
963,418,A3,A2
964,418,D0,C1
965,418,C0,D1
966,419,D2,A1
967,419,C2,B0
968,419,A0,D2
969,419,A3,B2
970,419,A3,D1
971,420,C2,A2
972,421,C0,C3
973,422,A0,D0
974,422,C0,C2
975,422,D3,B3
976,423,D2,B1
977,423,B0,B1
978,423,D3,C0
979,423,B0,D0
980,424,B2,A3
981,424,C2,B1
982,424,C0,A3
983,425,D2,C0
984,426,A2,B1
985,428,A0,C2
986,429,B2,A1
987,429,D2,C2
988,429,A2,B2
989,430,C3,C1
990,430,A0,B0
991,431,B0,B3
992,431,A0,C2
993,432,C1,A2
994,434,D2,B1
995,434,A2,B1
996,434,B3,A0
997,435,D3,B2
998,435,D1,C1
999,435,C0,A0
1000,435,C3,C2
1001,436,B1,A2
1002,436,B1,D0
1003,436,D2,C0
1004,436,D1,C2
1005,437,A0,A3
1006,438,B1,D2
1007,438,B2,B3
1008,438,C0,B3
1009,438,C0,C1
1010,440,A3,C3
1011,441,A3,C1
1012,441,D2,A0
1013,441,D1,C0
1014,442,C3,D3
1015,442,A0,B0
1016,442,C2,B1
1017,442,D3,C1
1018,443,B3,C2
1019,443,B0,A1
1020,444,B1,A0
1021,445,C3,C2
1022,445,D2,A0
1023,447,B3,B1
1024,447,A2,C3
1025,447,C0,D3
1026,449,A2,C3
1027,449,C3,A1
1028,449,C1,A3
1029,449,B2,C0
1030,450,A1,D1
1031,451,C3,B0
1032,451,C1,D1
1033,451,A3,D2
1034,456,C3,A1
1035,457,C1,D2
1036,457,C0,B0
1037,457,B2,C1
1038,457,B1,A3
1039,457,A2,C1
1040,458,C3,D2
1041,458,C1,C0
1042,458,B1,A2
1043,459,A2,C2
1044,459,D0,C2
1045,459,A0,B1
1046,460,C0,C2
1047,461,B0,C2
1048,461,C0,C3
1049,461,C0,D2
1050,461,C1,B3
1051,462,B3,A2
1052,462,B0,D0
1053,462,B1,D2
1054,463,C1,C3
1055,463,C0,A2
1056,463,D3,C2
1057,464,A0,B0
1058,464,A3,D0
1059,464,B0,B2
1060,465,A3,C1
1061,466,C0,B2
1062,467,C2,A0
1063,467,B2,D2
1064,467,B1,D3
1065,467,B2,C3
1066,467,B0,D3
1067,469,A0,A2
1068,469,A0,B1
1069,469,A1,A3
1070,472,B0,D3
1071,472,D2,A2
1072,473,D0,B1
1073,475,B2,A1
1074,476,B3,A2
1075,476,C3,B2
1076,476,D0,C2
1077,477,C1,B2
1078,478,C0,A0
1079,478,D3,D1
1080,479,C0,A0
1081,479,B1,C1
1082,479,B2,C1
1083,479,D2,C3
1084,479,A1,A0
1085,480,C3,D3
1086,481,D0,B1
1087,483,D1,C3
1088,483,B3,A3
1089,484,B3,A2
1090,485,B0,B3
1091,485,D3,B0
1092,487,B1,C2
1093,487,C3,A0
1094,487,A1,D3
1095,487,A3,C0
1096,488,A0,B3
1097,489,A0,D0
1098,489,C2,A3
1099,489,C0,D0
1100,489,D1,B0
1101,490,C3,D2
1102,491,B0,C3
1103,491,D1,C1
1104,491,D2,B0
1105,491,B1,B3
1106,491,B1,B2
1107,491,A1,C0
1108,491,D0,D2
1109,492,A3,B2
1110,492,B1,C1
1111,492,B1,B0
1112,492,B1,C0
1113,493,B3,A3
1114,493,A2,C0
1115,493,D1,D2
1116,493,B1,A0
1117,494,D1,B0
1118,494,B1,A0
1119,494,B3,C0
1120,496,B3,B0
1121,496,A0,B0
1122,496,C3,A3
1123,497,A2,B1
1124,497,A3,B3
1125,497,D1,B1
1126,497,B3,C0
1127,498,C2,D3
1128,498,B1,C2
1129,498,C3,D2
1130,499,C3,C0
1131,499,B2,D2
1132,500,A2,A3
1133,500,D1,C1
1134,500,A3,D1
1135,501,D1,A2
1136,502,B2,B1
1137,503,B2,C2
1138,505,C2,B0
1139,505,C3,B2
1140,505,A3,B1
1141,505,B3,C3
1142,505,B1,B0
1143,506,D3,B1
1144,506,D0,B2
1145,506,B1,A0
1146,506,A3,C1
1147,507,A1,B3
1148,508,D3,A2
1149,509,A0,A2
1150,510,D3,A0
1151,510,B1,C3
1152,511,A2,C3
1153,511,D2,B3
1154,511,B1,A0
1155,514,B2,A2
1156,514,C0,D1
1157,514,B3,C1
1158,514,A3,B3
1159,514,D3,C3
1160,515,A3,D0
1161,515,A3,D2
1162,516,B3,A0
1163,517,D2,B2
1164,517,D2,B1
1165,517,B0,C2
1166,517,B3,D0
1167,517,A1,B2
1168,517,D1,D2
1169,518,D1,D0
1170,519,C2,A3
1171,520,B2,A3
1172,522,D0,B0
1173,522,C2,C0
1174,522,B2,D2
1175,523,A2,D3
1176,523,D3,C3
1177,523,D2,A3
1178,524,D2,A0
1179,524,A0,B0
1180,524,B3,B1
1181,525,D3,B3
1182,526,C0,A1
1183,528,B2,D1
1184,528,B3,A1
1185,528,A2,C0
1186,529,C2,A3
1187,529,A0,C0
1188,529,D0,A2
1189,530,A1,D0
1190,530,D2,A1
1191,531,A2,D3
1192,531,B2,C2
1193,531,C1,D0
1194,532,A3,D1
1195,532,D0,B0
1196,532,A2,B2
1197,532,A0,C0
1198,533,A2,B0
1199,533,B1,D1
1200,535,D2,B3
1201,535,D2,A2
1202,535,D3,B1
1203,535,A2,D1
1204,536,C1,C0
1205,536,B2,A1
1206,536,A0,D3
1207,537,C1,B0
1208,538,D3,B2
1209,538,A2,D2
1210,538,A3,D0
1211,538,C2,D3
1212,539,C1,D3
1213,539,A0,A1
1214,539,C0,B3
1215,539,D1,C2
1216,539,D0,B0
1217,540,C1,B0
1218,540,B3,D1
1219,540,C1,A1
1220,540,B1,D2
1221,542,C1,D1
1222,543,D2,C2
1223,543,A2,A3
1224,544,C2,B2
1225,544,B1,A1
1226,544,A2,D0
1227,545,C1,C3
1228,545,B0,B3
1229,545,B3,D3
1230,546,B1,D3
1231,548,D0,A2
1232,548,D1,A0
1233,549,A1,B0
1234,549,D3,D1
1235,549,B0,D3
1236,549,C0,B2
1237,551,D3,A0
1238,551,C0,D1
1239,553,C2,C0
1240,554,C2,A1
1241,554,D0,B3
1242,554,B3,C0
1243,555,C2,D3
1244,555,B2,D1
1245,555,C2,D0
1246,556,B3,D2
1247,556,A3,C1
1248,557,A3,B2
1249,557,A1,B1
1250,557,B1,B3
1251,558,A1,C2
1252,558,A3,A0
1253,558,C1,A1
1254,558,B1,A0
1255,558,C3,C0
1256,559,B0,C3
1257,560,D2,A0
1258,560,D0,C2
1259,560,A1,C2
1260,560,C0,B1
1261,560,A1,B2
1262,560,A3,D2
1263,561,A1,D0
1264,561,D0,B2
1265,561,D3,B0
1266,561,A3,D3
1267,561,C1,A2
1268,561,B1,C1
1269,562,A2,B1
1270,562,C3,D1
1271,562,B1,A3
1272,562,A1,B2
1273,563,D3,A3
1274,564,C3,C2
1275,564,D3,D1
1276,564,B2,D0
1277,564,C0,A2
1278,564,C1,D2
1279,564,C1,A2
1280,564,A3,B0
1281,566,A3,D0
1282,566,B0,A3
1283,566,A3,C0
1284,567,A3,A0
1285,567,C3,A2
1286,567,B3,D3
1287,568,B2,D0
1288,569,D1,D0
1289,569,D3,B2
1290,569,B2,A1
1291,570,A2,C2
1292,570,C2,C1
1293,570,A0,C2
1294,571,A1,A3
1295,573,C3,D2
1296,573,D0,B0
1297,573,C0,B0
1298,575,C0,A2
1299,575,C3,A2
1300,575,B1,A3
1301,576,A2,A0
1302,576,C3,B3
1303,577,A3,C1
1304,577,C0,C1
1305,577,C3,A0
1306,578,B1,C3
1307,578,C3,C2
1308,578,D2,C2
1309,578,B3,C1
1310,579,A2,D0
1311,579,C0,A3
1312,579,B1,D0
1313,579,C0,A3
1314,580,A1,C2
1315,580,C3,D2
1316,582,B0,C2
1317,583,D3,A0
1318,583,A1,B1
1319,584,B0,C0
1320,584,A1,C3
1321,584,B3,C2
1322,584,B2,D0
1323,584,C3,A0
1324,585,B2,C2
1325,585,D0,A3
1326,585,A0,B3
1327,586,A1,C0
1328,586,D3,A2
1329,586,A2,D1
1330,587,B3,A2
1331,587,C2,C0
1332,589,A1,C0
1333,589,C2,C1
1334,590,B0,A3
1335,591,D3,A1
1336,591,A0,D3
1337,591,D1,B1
1338,591,D3,B2
1339,592,B1,A1
1340,592,C1,D0
1341,592,C2,A1
1342,592,A3,C0
1343,592,A2,C1
1344,593,D0,C1
1345,593,A0,A3
1346,594,A3,B1
1347,595,C0,A3
1348,595,A2,D2
1349,595,C1,B2
1350,596,B3,D0
1351,596,C0,D1
1352,596,B0,C2
1353,596,D2,B3
1354,597,C1,A2
1355,598,C3,D1
1356,598,B0,A2
1357,598,C2,D3
1358,598,A1,D2
1359,598,D3,B1
