vehicle_id,time,from_node,to_node
200,90,a30,a2776
201,91,a2171,a653
202,91,a1346,a3855
203,91,a3626,a3855
204,92,a1346,a2776
205,92,a2902,a653
206,92,a1655,a30
207,93,a3626,a1655
208,94,a653,a1910
209,94,a2776,a153
210,94,a2171,a2277
211,95,a30,a153
212,95,a309,a2902
213,95,a30,a2902
214,96,a1655,a30
215,96,a30,a2171
216,96,a1346,a2277
217,98,a1346,a2776
218,98,a309,a30
219,99,a1655,a30
220,100,a2171,a2277
221,100,a1346,a3626
222,100,a1910,a3626
223,100,a309,a1346
224,101,a153,a3855
225,101,a3855,a2171
226,101,a1346,a1910
227,101,a3855,a2902
228,101,a2171,a1910
229,102,a1910,a2776
230,102,a309,a2171
231,103,a153,a2171
232,103,a1910,a1346
233,103,a3855,a2776
234,104,a2171,a3855
235,104,a2776,a2277
236,104,a3626,a2776
237,104,a1346,a653
238,105,a1910,a3626
239,105,a309,a3855
240,105,a2171,a653
241,106,a2277,a2776
242,107,a2902,a1655
243,107,a153,a30
244,108,a1346,a309
245,108,a30,a2902
246,109,a153,a3626
247,109,a3855,a1346
248,109,a1346,a3855
249,110,a2902,a3626
250,110,a30,a3855
251,110,a309,a2902
252,112,a2277,a2902
253,112,a2902,a1655
254,112,a3855,a1346
255,112,a2171,a2776
256,112,a1346,a3626
257,113,a2776,a2171
258,113,a1655,a3855
259,114,a2171,a153
260,115,a653,a2277
261,116,a1346,a2776
262,117,a2277,a2171
263,118,a653,a30
264,119,a2277,a653
265,119,a1910,a2902
266,119,a2902,a653
267,120,a2776,a3855
268,120,a1655,a2277
269,120,a2171,a2902
270,121,a1910,a2171
271,121,a30,a1910
272,121,a30,a1346
273,121,a2277,a2171
274,122,a1655,a1346
275,122,a3626,a309
276,122,a2171,a2277
277,123,a1910,a153
278,123,a2171,a2776
279,123,a2902,a2776
280,124,a653,a3855
281,124,a2776,a1346
282,124,a1346,a309
283,125,a1655,a3626
284,125,a30,a1346
285,126,a1910,a30
286,126,a3626,a2277
287,126,a153,a2171
288,127,a153,a1910
289,127,a153,a1346
290,130,a30,a1655
291,130,a2776,a1910
292,130,a2171,a153
293,132,a153,a1655
294,132,a30,a3626
295,132,a1346,a1910
296,132,a3855,a1655
297,133,a3626,a2776
298,133,a2902,a1910
299,134,a1910,a1346
300,134,a2171,a153
301,134,a309,a653
302,135,a3626,a2902
303,135,a2902,a2171
304,136,a30,a2171
305,136,a30,a2277
306,137,a2776,a2171
307,139,a3626,a153
308,139,a30,a309
309,140,a309,a2902
310,141,a2776,a2171
311,141,a653,a2277
312,142,a3626,a2902
313,142,a1346,a30
314,143,a2776,a2171
315,143,a653,a2277
316,144,a2776,a1655
317,144,a1655,a3626
318,145,a1910,a1346
319,145,a2776,a653
320,145,a653,a30
321,146,a1655,a30
322,147,a30,a309
323,149,a153,a1655
324,149,a1346,a3855
325,150,a1910,a3855
326,150,a653,a3626
327,150,a1346,a153
328,150,a2776,a1655
329,151,a2776,a653
330,151,a153,a3855
331,151,a3855,a2277
332,152,a2277,a2171
333,152,a1346,a2902
334,153,a653,a309
335,154,a1910,a2171
336,155,a653,a3855
337,155,a653,a2902
338,155,a30,a153
339,155,a653,a2776
340,156,a2171,a153
341,156,a309,a1346
342,156,a1910,a309
343,156,a1346,a653
344,156,a2902,a653
345,156,a153,a1655
346,156,a2277,a2902
347,157,a153,a309
348,157,a1346,a2171
349,158,a3626,a1655
350,158,a3626,a309
351,158,a1910,a1346
352,159,a309,a3855
353,159,a1346,a3855
354,159,a3855,a2171
355,159,a3626,a153
356,160,a3626,a2776
357,160,a1655,a653
358,160,a3626,a1655
359,161,a653,a3626
360,161,a3855,a2277
361,162,a1346,a653
362,163,a153,a309
363,163,a309,a3626
364,163,a2171,a1910
365,163,a1655,a2277
366,164,a309,a3855
367,165,a2776,a309
368,165,a1655,a653
369,165,a3855,a2902
370,166,a2902,a1655
371,167,a2776,a3626
372,167,a1910,a3626
373,167,a1910,a653
374,168,a3855,a1910
375,168,a153,a2277
376,168,a2277,a30
377,169,a30,a1655
378,171,a2902,a30
379,172,a2277,a1346
380,172,a653,a2776
381,172,a1346,a1910
382,173,a309,a2277
383,173,a2277,a1655
384,173,a1910,a653
385,173,a2277,a2902
386,173,a3855,a309
387,173,a2171,a309
388,174,a30,a1910
389,174,a2902,a30
390,174,a2902,a1910
391,175,a2776,a1346
392,175,a1910,a2171
393,176,a2171,a3855
394,176,a3626,a1655
395,176,a30,a2171
396,177,a2171,a153
397,177,a153,a3626
398,178,a2902,a1910
399,178,a2902,a30
400,178,a2776,a2902
401,178,a2171,a2277
402,179,a1655,a1346
403,179,a653,a2277
404,180,a2902,a3626
405,180,a3626,a1346
406,181,a2776,a1655
407,182,a2277,a3855
408,182,a1910,a1655
409,182,a153,a309
410,183,a153,a30
411,184,a2277,a153
412,184,a1655,a3626
413,184,a2902,a3855
414,184,a2171,a30
415,184,a153,a1910
416,185,a153,a2277
417,185,a653,a2171
418,187,a1655,a2171
419,188,a1910,a653
420,188,a1910,a3855
421,189,a2902,a30
422,190,a30,a153
423,190,a309,a1655
424,190,a1655,a30
425,191,a2171,a2277
426,191,a153,a2277
427,192,a1655,a30
428,192,a3626,a2171
429,192,a2902,a309
430,192,a309,a653
431,192,a3855,a2277
432,192,a3626,a1655
433,192,a1346,a3626
434,193,a2902,a1655
435,194,a30,a1910
436,195,a309,a3855
437,195,a2277,a3855
438,195,a30,a653
439,195,a30,a3855
440,195,a2776,a653
441,196,a2277,a153
442,196,a2277,a653
443,196,a30,a1655
444,197,a3855,a1910
445,198,a1655,a3855
446,199,a2171,a1346
447,200,a309,a1655
448,200,a2902,a309
449,200,a3626,a3855
450,200,a2277,a3626
451,201,a2171,a2776
452,203,a3855,a30
453,203,a653,a1655
454,203,a1346,a653
455,204,a1346,a153
456,204,a3626,a653
457,204,a3626,a653
458,204,a309,a2902
459,204,a2171,a30
460,205,a2902,a1910
461,207,a1910,a653
462,207,a1346,a153
463,210,a653,a153
464,210,a30,a1346
465,211,a3626,a2171
466,212,a153,a3855
467,213,a153,a3626
468,213,a1346,a1910
469,213,a1655,a2171
470,214,a153,a309
471,215,a1910,a1346
472,215,a309,a2776
473,216,a1910,a3626
474,216,a3855,a3626
475,216,a1346,a309
476,217,a3626,a3855
477,218,a1346,a2277
478,218,a30,a3626
479,218,a1910,a2277
480,219,a3855,a309
481,219,a3626,a3855
482,219,a2902,a3855
483,219,a3626,a653
484,220,a30,a3626
485,220,a653,a2776
486,220,a1910,a30
487,220,a2902,a3626
488,220,a153,a2776
489,220,a30,a1346
490,221,a2902,a653
491,222,a2171,a1346
492,223,a1346,a653
493,223,a2902,a1346
494,224,a153,a3855
495,224,a2776,a30
496,225,a653,a2171
497,225,a1346,a153
498,226,a2776,a153
499,226,a653,a2277
500,227,a2171,a3626
501,227,a3855,a309
502,228,a2776,a653
503,228,a3626,a30
504,230,a3855,a2171
505,230,a2776,a30
506,231,a1346,a3855
507,231,a2277,a2776
508,232,a2171,a1346
509,232,a1910,a3626
510,232,a2171,a30
511,232,a2902,a2277
512,233,a153,a3626
513,233,a1910,a2776
514,233,a2902,a2171
515,235,a30,a3626
516,236,a1655,a153
517,236,a3626,a2171
518,236,a30,a3855
519,237,a30,a2171
520,237,a2776,a3855
521,237,a309,a153
522,238,a653,a2277
523,238,a30,a2171
524,238,a1655,a309
525,238,a2277,a653
526,239,a2902,a1346
527,239,a1910,a2277
528,239,a653,a3855
529,239,a1910,a2902
530,239,a653,a30
531,240,a30,a1910
532,240,a1910,a2776
533,240,a2277,a153
534,241,a2171,a3626
535,241,a153,a1346
536,241,a2171,a30
537,241,a2776,a1910
538,241,a2277,a30
539,241,a2171,a153
540,242,a30,a653
541,242,a1655,a30
542,243,a153,a2902
543,243,a3626,a2902
544,244,a30,a2902
545,244,a1655,a1910
546,244,a1655,a653
547,245,a30,a1346
548,245,a153,a1655
549,245,a3855,a2776
550,245,a1910,a2776
551,246,a309,a2776
552,247,a1910,a30
553,247,a1910,a1346
554,247,a309,a2776
555,248,a1910,a2277
556,248,a1655,a1346
557,248,a653,a1910
558,249,a2277,a153
559,249,a1910,a1346
560,250,a1655,a2902
561,250,a2277,a1655
562,251,a1655,a309
563,251,a2277,a3626
564,251,a153,a653
565,252,a2902,a653
566,252,a1655,a3855
567,253,a3626,a1655
568,254,a653,a1655
569,257,a653,a2171
570,257,a2171,a1910
571,258,a3855,a653
572,258,a3626,a2776
573,259,a30,a1655
574,260,a309,a2776
575,260,a653,a1910
576,260,a30,a3626
577,262,a309,a153
578,262,a1655,a2171
579,263,a1655,a2776
580,264,a3855,a1910
581,264,a2277,a3626
582,264,a3626,a2171
583,265,a2776,a1910
584,265,a653,a309
585,265,a3626,a2776
586,266,a2277,a1910
587,266,a2902,a309
588,266,a2902,a3626
589,266,a309,a653
590,266,a1910,a2171
591,266,a653,a2277
592,266,a309,a153
593,267,a3626,a30
594,267,a1655,a2277
595,268,a2277,a3855
596,268,a1655,a2776
597,268,a3855,a2776
598,269,a30,a309
599,270,a153,a309
600,271,a30,a1346
601,271,a3855,a2902
602,271,a30,a2171
603,271,a1655,a2277
604,271,a653,a1655
605,272,a653,a3855
606,272,a1655,a2171
607,272,a309,a653
608,273,a309,a3626
609,275,a1655,a3855
610,275,a153,a2277
611,275,a309,a1910
612,275,a153,a2902
613,276,a153,a1910
614,276,a153,a2277
615,276,a2776,a653
616,277,a1346,a309
617,278,a2171,a2902
618,278,a1346,a2171
619,278,a2902,a653
620,279,a309,a653
621,279,a2902,a1346
622,279,a153,a2902
623,280,a3855,a2902
624,281,a309,a1346
625,281,a1910,a3626
626,281,a30,a2171
627,283,a1655,a2171
628,284,a2776,a653
629,284,a1910,a653
630,284,a3855,a309
631,285,a2902,a2277
632,286,a653,a2902
633,286,a3626,a2776
634,286,a2776,a2171
635,286,a653,a1910
636,287,a2776,a2277
637,287,a2776,a3855
638,287,a3626,a1346
639,287,a309,a3626
640,288,a2171,a1910
641,288,a2776,a30
642,289,a3626,a1910
643,289,a30,a2776
644,290,a2277,a1910
645,290,a3855,a2902
646,291,a309,a1346
647,291,a653,a1910
648,291,a3855,a2902
649,291,a2902,a1910
650,292,a2902,a1346
651,292,a653,a2277
652,292,a153,a3626
653,292,a1910,a30
654,293,a1346,a2171
655,293,a653,a1346
656,293,a653,a2171
657,293,a1655,a153
658,294,a2277,a2776
659,294,a153,a30
660,296,a2171,a3626
661,296,a1910,a2776
662,297,a1346,a2171
663,297,a653,a3626
664,298,a3626,a2776
665,299,a2171,a2277
666,299,a3855,a2171
667,300,a1346,a153
668,300,a3626,a153
669,300,a2902,a2171
670,300,a653,a2902
671,301,a1346,a2277
672,302,a2776,a3626
673,303,a3626,a2902
674,304,a3626,a2277
675,304,a3626,a309
676,305,a153,a1655
677,305,a653,a30
678,305,a1910,a653
679,306,a3626,a2902
680,307,a2902,a30
681,307,a1910,a1655
682,307,a2171,a153
683,308,a2902,a653
684,308,a2776,a30
685,308,a2776,a3855
686,309,a1910,a653
687,309,a3626,a153
688,309,a309,a1655
689,309,a3855,a1655
690,309,a3626,a1910
691,310,a2902,a1655
692,311,a2776,a2171
693,311,a2171,a3626
694,312,a3626,a1655
695,312,a1910,a2171
696,312,a2776,a653
697,314,a1655,a309
698,314,a1346,a309
699,314,a2171,a3626
700,314,a2776,a1910
701,315,a3855,a309
702,315,a3855,a30
703,316,a309,a3626
704,316,a1655,a2776
705,316,a2902,a30
706,317,a653,a3626
707,317,a2902,a1910
708,317,a30,a2902
709,318,a2171,a2902
710,318,a2277,a1346
711,319,a2171,a3626
712,319,a653,a3855
713,320,a2277,a2902
714,320,a1910,a153
715,320,a1346,a1910
716,321,a2776,a2277
717,321,a2902,a309
718,322,a153,a2902
719,322,a153,a1346
720,324,a2277,a153
721,324,a2277,a30
722,324,a1346,a2776
723,325,a30,a1910
724,325,a1655,a2277
725,325,a153,a1655
726,325,a2902,a1346
727,325,a30,a3855
728,327,a2902,a653
729,327,a309,a3626
730,327,a3855,a2171
731,329,a30,a309
732,329,a653,a309
733,329,a1346,a309
734,329,a2277,a3855
735,329,a1346,a2902
736,330,a153,a1346
737,331,a309,a3626
738,331,a1346,a2776
739,333,a3855,a1655
740,333,a30,a1910
741,333,a2277,a309
742,334,a653,a3855
743,334,a2902,a1655
744,334,a653,a30
745,334,a2277,a1655
746,335,a1910,a3855
747,336,a309,a1655
748,336,a3855,a1655
749,336,a3626,a2902
750,336,a3855,a2277
751,336,a3626,a3855
752,337,a1346,a1655
753,337,a2171,a3855
754,338,a3855,a1346
755,338,a2171,a1655
756,338,a30,a3626
757,339,a30,a3626
758,340,a3626,a1346
759,340,a309,a153
760,340,a153,a2277
761,341,a653,a153
762,341,a1655,a30
763,341,a2902,a30
764,344,a153,a309
765,344,a1655,a1910
766,344,a2277,a30
767,344,a2277,a1346
768,345,a1346,a3626
769,346,a3626,a3855
770,347,a2171,a2776
771,347,a30,a309
772,347,a1910,a2902
773,348,a653,a2776
774,348,a3855,a153
775,348,a2277,a1346
776,348,a653,a3855
777,349,a1910,a3626
778,349,a30,a653
779,350,a3626,a30
780,350,a3626,a3855
781,352,a309,a2277
782,352,a3626,a309
783,352,a3855,a30
784,353,a2171,a3855
785,353,a1655,a1346
786,354,a1910,a653
787,354,a2776,a309
788,354,a2277,a2902
789,355,a30,a153
790,355,a2277,a653
791,355,a653,a2277
792,356,a2171,a309
793,356,a2171,a1346
794,357,a309,a653
795,357,a153,a1655
796,357,a3626,a30
797,357,a2277,a153
798,357,a3626,a30
799,358,a30,a1346
800,358,a1346,a309
801,358,a3626,a30
802,359,a1655,a3626
803,359,a3855,a1910
804,359,a2776,a30
805,359,a2277,a309
806,359,a153,a2902
807,359,a1910,a2277
808,360,a653,a3855
809,361,a3626,a2902
810,362,a30,a1346
811,362,a1910,a2277
812,362,a2902,a1655
813,362,a3855,a2902
814,362,a30,a2902
815,363,a2902,a1910
816,363,a653,a309
817,364,a2776,a1346
818,367,a2171,a2277
819,367,a309,a653
820,368,a3855,a1346
821,369,a2171,a30
822,369,a2171,a653
823,369,a2277,a153
824,372,a1655,a3855
825,372,a309,a3626
826,372,a2902,a3855
827,373,a1910,a2902
828,373,a2277,a2902
829,374,a3855,a1655
830,374,a3626,a30
831,374,a2902,a1346
832,375,a653,a3626
833,375,a2277,a309
834,376,a2277,a153
835,376,a653,a3626
836,377,a1346,a309
837,377,a653,a2902
838,378,a153,a309
839,378,a3626,a30
840,378,a2277,a1910
841,378,a3855,a3626
842,378,a309,a30
843,379,a2277,a1910
844,379,a1346,a1910
845,379,a153,a30
846,380,a1655,a153
847,381,a309,a2902
848,381,a2171,a3626
849,382,a1346,a309
850,382,a30,a2277
851,382,a1655,a309
852,383,a30,a309
853,384,a1346,a3855
854,384,a1655,a309
855,384,a1910,a1346
856,385,a30,a2776
857,385,a1910,a153
858,386,a30,a3626
859,387,a2776,a1346
860,387,a1655,a1910
861,387,a30,a1910
862,388,a3855,a1910
863,388,a2776,a1346
864,390,a153,a2902
865,391,a2776,a2277
866,392,a309,a2776
867,392,a309,a2171
868,392,a2171,a153
869,393,a1910,a2171
870,393,a1346,a30
871,393,a3626,a2902
872,394,a3855,a309
873,394,a1910,a2776
874,395,a2171,a30
875,395,a2277,a153
876,396,a3855,a2776
877,396,a153,a1346
878,397,a1655,a3855
879,397,a3626,a30
880,398,a30,a153
881,399,a3626,a2776
882,399,a2277,a2902
883,399,a2902,a1910
884,400,a1910,a2776
885,400,a2171,a1655
886,400,a30,a1655
887,401,a153,a30
888,401,a153,a2776
889,401,a1910,a3626
890,402,a1346,a1910
891,403,a2277,a1655
892,404,a309,a2171
893,405,a2902,a1910
894,405,a2277,a653
895,405,a3855,a30
896,405,a1655,a309
897,405,a30,a2277
898,405,a153,a309
899,406,a309,a653
900,406,a2171,a153
901,407,a3855,a2776
902,408,a1910,a1346
903,408,a3855,a30
904,408,a1910,a3855
905,409,a3626,a30
906,409,a2171,a153
907,410,a30,a3855
908,411,a653,a1346
909,412,a1346,a1655
910,412,a1346,a153
911,412,a153,a3626
912,412,a2776,a3626
913,413,a2171,a3855
914,413,a3855,a2902
915,413,a1655,a2776
916,415,a153,a2171
917,415,a653,a3855
918,416,a2902,a1655
919,416,a2776,a2902
920,416,a3855,a2902
921,417,a2776,a1655
922,418,a2776,a30
923,419,a3855,a1910
924,419,a3855,a3626
925,419,a2277,a2902
926,420,a30,a3626
927,421,a653,a1655
928,422,a1910,a653
929,423,a3855,a2171
930,424,a153,a30
931,425,a2277,a653
932,426,a3626,a2277
933,426,a2902,a1346
934,426,a2902,a2776
935,426,a153,a2902
936,428,a2776,a1655
937,429,a1655,a2902
938,429,a2902,a1346
939,430,a153,a1910
940,430,a30,a1655
941,430,a2171,a2277
942,431,a30,a153
943,431,a1346,a309
944,432,a1910,a153
945,432,a309,a2776
946,432,a2902,a3855
947,432,a30,a2776
948,433,a653,a30
949,433,a2902,a2776
950,433,a153,a2902
951,434,a153,a1655
952,434,a153,a3626
953,435,a3855,a653
954,435,a3626,a30
955,435,a2776,a309
956,436,a1346,a309
957,436,a2277,a2902
958,437,a1346,a2171
959,437,a30,a3626
960,438,a3855,a1346
961,439,a3855,a2902
962,440,a2171,a1910
963,440,a309,a153
964,442,a30,a309
965,442,a3855,a2277
966,442,a2902,a2776
967,443,a309,a1655
968,443,a1655,a3855
969,444,a2902,a309
970,444,a1655,a2902
971,445,a30,a1346
972,446,a1346,a30
973,446,a1910,a153
974,446,a309,a3626
975,447,a2902,a1346
976,447,a3855,a653
977,447,a3626,a1346
978,447,a2776,a1346
979,448,a2171,a1655
980,448,a2171,a2902
981,448,a1910,a309
982,448,a3855,a1655
983,449,a3855,a2902
984,449,a3855,a1346
985,449,a2277,a2171
986,449,a153,a30
987,449,a30,a3855
988,450,a2776,a1346
989,450,a2171,a2277
990,452,a2902,a30
991,453,a2277,a153
992,453,a1655,a153
993,453,a30,a3626
994,453,a3855,a30
995,454,a3626,a1655
996,455,a2171,a309
997,455,a1655,a153
998,455,a2776,a153
999,455,a653,a2171
1000,455,a2277,a1346
1001,455,a1910,a2171
1002,456,a1655,a30
1003,456,a1655,a30
1004,456,a2171,a1655
1005,456,a1910,a2776
1006,457,a153,a1346
1007,457,a309,a1910
1008,457,a3626,a2277
1009,457,a30,a3855
1010,458,a2776,a2277
1011,459,a2902,a1910
1012,459,a1910,a653
1013,459,a30,a3626
1014,459,a2902,a1655
1015,459,a1655,a2776
1016,460,a3855,a1655
1017,460,a3855,a2902
1018,460,a153,a653
1019,460,a3855,a1346
1020,461,a1910,a1346
1021,461,a309,a3626
1022,461,a3626,a2776
1023,461,a309,a3626
1024,462,a1346,a2902
1025,462,a1346,a3855
1026,464,a1346,a2277
1027,464,a3855,a30
1028,464,a2776,a1655
1029,465,a1655,a30
1030,466,a653,a30
1031,466,a3626,a1346
1032,466,a30,a1655
1033,467,a653,a2902
1034,467,a3855,a653
1035,468,a1910,a2902
1036,468,a2776,a2277
1037,468,a2277,a2776
1038,468,a1346,a2171
1039,468,a1910,a153
1040,468,a653,a1655
1041,469,a2171,a2776
1042,469,a1655,a2776
1043,470,a1346,a2902
1044,470,a309,a2171
1045,470,a30,a1346
1046,470,a153,a2902
1047,470,a653,a309
1048,470,a2902,a2171
1049,471,a653,a1655
1050,471,a3855,a153
1051,471,a2902,a3626
1052,472,a2277,a309
1053,472,a1346,a309
1054,472,a2902,a153
1055,473,a30,a2277
1056,473,a153,a1910
1057,473,a3626,a2277
1058,474,a309,a2776
1059,474,a1346,a2171
1060,474,a1655,a30
1061,475,a3626,a1655
1062,476,a30,a653
1063,476,a653,a3855
1064,476,a1910,a653
1065,476,a1910,a3855
1066,477,a2277,a1910
1067,477,a2902,a653
1068,480,a1346,a2171
1069,480,a2277,a2902
1070,480,a3855,a153
1071,480,a1910,a153
1072,480,a1910,a153
1073,480,a653,a1910
1074,481,a3626,a2902
1075,482,a1655,a3855
1076,482,a2902,a30
1077,482,a2902,a30
1078,482,a309,a1910
1079,482,a653,a2776
1080,482,a2776,a1346
1081,483,a653,a3855
1082,484,a1346,a309
1083,484,a1655,a309
1084,484,a1346,a2277
1085,485,a309,a153
1086,486,a3626,a1910
1087,486,a1655,a309
1088,486,a1655,a309
1089,487,a1346,a30
1090,487,a2902,a653
1091,488,a2902,a30
1092,488,a1910,a2277
1093,489,a30,a309
1094,489,a2277,a1910
1095,490,a30,a1655
1096,490,a309,a3626
1097,490,a1346,a309
1098,490,a653,a2171
1099,491,a2902,a1655
1100,492,a653,a2776
1101,492,a1910,a1346
1102,492,a1655,a1910
1103,492,a3626,a153
1104,492,a2902,a30
1105,494,a1346,a2776
1106,494,a3855,a653
1107,494,a2902,a1655
1108,494,a2277,a1910
1109,496,a2902,a30
1110,496,a2902,a309
1111,497,a2277,a30
1112,497,a3626,a1910
1113,497,a2776,a1910
1114,497,a3855,a2171
1115,497,a2171,a3626
1116,498,a3855,a30
1117,498,a3855,a3626
1118,499,a2902,a2277
1119,499,a2902,a3626
1120,499,a153,a3855
1121,499,a153,a30
1122,499,a3855,a153
1123,499,a2171,a1910
1124,499,a309,a2776
1125,499,a653,a2277
1126,500,a2776,a2171
1127,500,a2776,a309
1128,501,a2902,a3855
1129,501,a2902,a1910
1130,502,a2171,a153
1131,503,a309,a2171
1132,504,a30,a2776
1133,505,a2902,a30
1134,505,a3626,a3855
1135,506,a1910,a2776
1136,506,a3626,a30
1137,506,a3855,a309
1138,507,a2277,a3855
1139,507,a2171,a30
1140,507,a153,a1910
1141,508,a3855,a30
1142,509,a2277,a1655
1143,509,a1655,a653
1144,510,a309,a653
1145,510,a1655,a1346
1146,510,a3855,a1346
1147,510,a3626,a309
1148,510,a1655,a3855
1149,510,a1910,a2277
1150,511,a1346,a1655
1151,511,a1655,a309
1152,513,a3626,a2902
1153,513,a30,a2171
1154,515,a30,a2171
1155,516,a2776,a653
1156,516,a1346,a309
1157,516,a309,a2776
1158,517,a2776,a653
1159,517,a3855,a2902
1160,518,a2776,a653
1161,518,a2902,a1346
1162,519,a3626,a1655
1163,519,a309,a2277
1164,519,a653,a2776
1165,520,a1910,a3855
1166,521,a30,a2902
1167,521,a1910,a1346
1168,521,a30,a1910
1169,522,a1655,a2902
1170,522,a3626,a2902
1171,523,a3855,a1655
1172,523,a3626,a1346
1173,523,a3626,a653
1174,524,a30,a1346
1175,525,a3626,a309
1176,525,a2902,a3626
1177,525,a153,a1910
1178,525,a153,a2171
1179,525,a1346,a2171
1180,525,a153,a309
1181,526,a153,a2277
1182,526,a3855,a2776
1183,526,a153,a309
1184,528,a1910,a1655
1185,528,a2171,a153
1186,528,a2776,a2171
1187,528,a3855,a2277
1188,528,a653,a2277
1189,529,a1910,a1346
1190,529,a1910,a653
1191,529,a3626,a30
1192,529,a153,a309
1193,530,a30,a653
1194,530,a3855,a653
1195,531,a3626,a1655
1196,532,a1910,a653
1197,532,a2277,a153
1198,532,a2277,a1655
1199,532,a153,a2902
1200,533,a653,a30
1201,534,a3626,a2776
1202,534,a1346,a30
1203,534,a1655,a30
1204,535,a2902,a2776
1205,535,a2776,a2902
1206,536,a153,a1655
1207,536,a2277,a2171
1208,536,a2902,a309
